carat,cut,color,clarity,table
1.32,Ideal,G,VS2,57.0
0.7,Ideal,G,VS2,56.0
1.01,Good,H,SI1,55.0
0.42,Premium,G,VVS2,59.0
0.51,Ideal,E,VS2,57.0
0.51,Good,G,VS2,58.0
0.33,Ideal,I,VVS2,57.0
0.32,Ideal,G,IF,55.0
0.53,Very Good,E,VS1,57.8
1.17,Ideal,D,SI2,55.0
0.7,Very Good,F,SI1,59.0
1.25,Premium,I,VVS2,58.0
0.32,Ideal,G,SI1,55.0
0.38,Ideal,F,SI1,56.0
0.35,Ideal,D,VS2,57.0
0.46,Very Good,G,VS2,59.0
1.22,Very Good,G,SI2,57.0
0.74,Very Good,G,VS2,58.0
0.9,Premium,G,VS2,59.0
1.0,Premium,E,VVS2,61.0
1.0,Ideal,G,SI1,55.0
0.32,Ideal,E,IF,56.0
0.3,Ideal,E,SI1,55.0
1.14,Very Good,G,VS1,58.0
1.12,Very Good,H,SI2,55.0
0.51,Good,G,SI1,55.0
1.09,Premium,G,VS1,59.0
0.34,Ideal,D,SI1,56.0
0.33,Premium,G,IF,58.0
0.72,Ideal,E,SI1,55.0
0.73,Premium,J,SI1,58.0
0.51,Ideal,G,VS1,56.0
1.51,Premium,J,VS1,58.0
0.7,Very Good,H,SI1,57.0
1.51,Very Good,H,VS1,60.0
1.26,Premium,G,VVS2,58.0
1.12,Ideal,D,VS2,56.0
1.01,Ideal,G,VS1,55.0
1.2,Very Good,H,VS1,58.0
0.32,Ideal,H,IF,55.0
1.23,Premium,F,VS2,58.0
1.34,Ideal,I,VVS2,57.0
0.81,Premium,G,VS1,56.0
0.3,Ideal,F,VVS2,53.0
0.5,Ideal,G,VVS2,56.0
0.31,Ideal,G,IF,56.0
0.73,Premium,F,VS1,60.0
0.91,Premium,H,SI2,58.0
0.41,Premium,F,VVS2,60.0
0.56,Ideal,E,VVS2,55.0
0.28,Ideal,D,VVS2,55.0
0.32,Premium,D,SI1,58.0
1.5,Ideal,H,VS2,57.0
0.7,Premium,J,VS2,58.0
0.32,Premium,G,VS2,60.0
1.02,Very Good,H,SI1,58.0
1.71,Very Good,I,VS1,58.0
0.32,Ideal,I,IF,57.0
0.33,Ideal,D,VS2,55.0
0.78,Premium,H,VS2,58.0
1.02,Ideal,G,SI1,56.0
0.56,Premium,E,VS2,58.0
1.0,Very Good,F,SI1,54.0
1.58,Ideal,F,SI2,57.0
0.3,Ideal,G,SI1,58.0
0.31,Very Good,I,VS2,57.0
1.2,Premium,H,SI1,60.0
1.24,Premium,G,SI1,58.0
0.78,Very Good,G,VS2,55.0
1.02,Very Good,J,I1,57.0
1.22,Ideal,F,SI1,57.0
0.41,Premium,E,VS2,59.0
1.12,Premium,G,VS2,59.0
0.32,Very Good,H,VS1,58.0
0.32,Premium,D,VS2,58.0
1.0,Fair,F,SI2,57.0
0.51,Very Good,E,SI1,57.0
1.13,Ideal,F,VVS2,57.0
1.52,Ideal,H,VVS1,57.0
0.71,Premium,D,SI2,60.0
2.18,Ideal,I,SI1,60.0
0.51,Ideal,H,SI1,56.0
2.03,Ideal,I,SI1,56.0
1.01,Very Good,D,SI1,58.0
0.71,Very Good,E,VS2,56.0
2.01,Very Good,J,SI1,56.0
2.52,Good,J,SI2,60.7
1.0,Premium,D,SI1,58.0
1.27,Premium,H,SI1,59.0
1.03,Good,F,SI1,60.0
0.58,Premium,E,SI2,60.0
0.7,Good,H,SI1,57.0
0.42,Ideal,F,VVS1,55.0
1.73,Very Good,H,VS2,56.0
0.42,Premium,E,SI1,59.0
0.4,Ideal,G,SI2,56.0
0.6,Ideal,G,VS1,56.0
1.03,Premium,F,SI2,58.0
0.57,Ideal,G,VS1,53.0
0.3,Ideal,G,VVS1,55.0
0.84,Premium,D,SI1,59.0
0.41,Very Good,E,VS1,57.0
0.5,Ideal,G,VVS1,56.0
2.03,Premium,F,SI2,59.0
0.57,Ideal,D,VVS2,57.0
0.42,Ideal,G,VVS2,56.0
0.9,Good,H,VS1,58.0
0.32,Ideal,G,VVS2,55.0
1.55,Premium,D,SI1,57.0
1.5,Premium,E,VS2,62.0
0.38,Very Good,D,SI1,58.0
0.83,Premium,F,SI2,59.0
0.9,Good,G,SI1,60.0
1.17,Good,J,SI2,56.0
0.34,Good,E,SI1,56.0
0.4,Premium,D,VS2,59.0
0.53,Premium,E,SI1,59.0
0.41,Good,G,SI2,56.0
0.9,Very Good,I,SI2,57.0
0.27,Very Good,E,VVS1,57.0
2.01,Premium,H,SI1,61.0
0.3,Ideal,F,VVS1,56.0
0.7,Very Good,E,VS2,57.0
0.43,Ideal,F,VS1,55.0
1.36,Ideal,H,VVS2,56.0
1.64,Very Good,H,VS2,59.9
1.0,Ideal,G,VS1,58.0
0.41,Ideal,E,VVS2,55.0
0.5,Premium,E,SI1,60.0
1.22,Ideal,G,SI1,54.0
0.23,Very Good,E,VVS1,53.0
0.56,Premium,E,VS2,58.0
1.2,Premium,G,SI1,59.0
0.31,Ideal,D,VVS2,56.0
0.51,Ideal,G,VVS2,57.0
0.5,Very Good,E,VS1,63.0
1.28,Premium,J,SI2,59.0
1.02,Ideal,G,VVS1,57.0
0.58,Ideal,F,VS1,56.0
0.35,Ideal,F,SI1,57.0
1.07,Premium,G,SI1,58.0
0.9,Premium,H,SI2,59.0
1.5,Very Good,G,SI1,62.0
1.02,Ideal,E,VS1,56.0
0.72,Ideal,I,SI1,55.1
0.73,Very Good,I,VS2,56.0
0.51,Ideal,E,VS2,55.0
0.7,Very Good,E,VS2,58.0
0.71,Ideal,I,SI2,56.0
1.07,Premium,I,VS2,59.0
0.7,Very Good,I,VS1,57.0
0.7,Premium,E,VS2,59.0
0.4,Ideal,D,SI2,57.0
1.05,Ideal,E,VVS2,57.0
0.52,Ideal,E,VS1,57.0
0.41,Very Good,D,SI1,57.0
1.03,Ideal,G,SI1,55.0
0.72,Very Good,E,VS2,57.0
0.74,Ideal,G,VS2,57.0
0.93,Premium,D,SI2,58.0
0.54,Ideal,D,VS1,57.0
1.01,Very Good,G,SI1,59.0
0.36,Good,F,SI2,58.0
0.34,Ideal,H,IF,55.0
0.91,Fair,G,SI2,60.0
0.4,Ideal,D,VS2,56.0
0.52,Ideal,F,VS2,57.0
0.93,Ideal,I,VS2,55.0
0.91,Ideal,G,VS2,56.0
0.34,Ideal,G,SI1,57.0
1.53,Premium,I,SI2,60.0
0.7,Ideal,E,VS2,55.0
1.5,Premium,G,SI2,59.0
1.13,Premium,F,VS1,60.0
0.73,Very Good,E,SI1,58.0
0.35,Ideal,F,VS2,56.0
0.4,Premium,D,VS1,59.0
0.71,Premium,F,SI1,58.0
1.02,Very Good,G,VS2,57.0
1.01,Good,J,SI1,58.0
0.31,Ideal,D,VVS2,56.0
0.35,Premium,E,VS1,59.0
1.01,Very Good,G,SI2,59.0
0.41,Ideal,F,VVS1,56.0
0.3,Ideal,G,VVS1,53.0
0.3,Ideal,G,VVS2,56.0
0.72,Premium,F,SI2,60.0
0.31,Ideal,F,IF,55.0
0.5,Ideal,E,SI1,58.0
1.04,Very Good,F,SI2,59.0
1.0,Premium,F,SI1,59.0
1.01,Very Good,D,SI2,59.0
0.51,Ideal,E,VS2,54.0
0.31,Premium,G,VS2,58.0
0.7,Premium,F,SI1,58.0
0.31,Premium,G,VS1,58.0
1.7,Ideal,H,VS1,56.0
0.35,Ideal,G,VVS2,57.0
0.38,Ideal,G,VS2,56.0
0.4,Ideal,G,IF,56.0
0.9,Very Good,G,SI1,58.0
1.79,Premium,E,SI2,58.0
1.3,Ideal,I,VS2,57.0
0.5,Premium,H,VS1,57.0
0.34,Ideal,H,VS2,55.0
0.35,Ideal,D,SI1,56.0
1.01,Good,F,SI1,58.0
0.71,Premium,I,SI2,60.0
1.0,Ideal,D,SI1,53.0
0.58,Ideal,G,VS2,56.0
0.71,Good,D,SI1,58.0
1.01,Very Good,G,VS2,58.0
1.01,Ideal,H,SI1,57.0
0.3,Ideal,G,VS1,57.0
0.54,Fair,G,SI1,56.0
1.01,Ideal,F,VS1,56.0
0.53,Very Good,F,SI1,54.0
0.32,Ideal,G,IF,55.0
0.31,Ideal,H,SI1,53.0
0.54,Ideal,G,VVS1,56.0
1.31,Ideal,I,VS1,56.0
1.51,Premium,G,SI1,59.0
1.2,Premium,G,VVS1,58.0
0.7,Ideal,E,VVS2,56.0
0.41,Ideal,E,VS2,55.0
0.31,Premium,J,SI2,59.0
0.3,Ideal,F,VS1,56.0
0.91,Good,F,VVS2,59.0
1.2,Very Good,G,VS2,56.0
0.91,Ideal,D,SI2,56.0
0.55,Premium,F,VS1,61.0
0.32,Ideal,F,VVS2,54.0
0.71,Ideal,D,VS1,56.0
0.32,Premium,E,SI2,59.0
0.7,Very Good,F,VS1,56.0
0.38,Very Good,E,SI2,56.0
0.4,Very Good,F,VVS2,57.0
1.21,Ideal,F,VS1,57.0
0.9,Very Good,H,VVS2,59.0
0.7,Very Good,H,VS2,59.0
0.5,Premium,G,SI1,59.0
0.57,Premium,F,VS2,59.0
0.3,Good,H,VS2,61.0
0.9,Premium,E,VS2,59.0
1.0,Very Good,G,SI2,59.0
0.31,Good,G,VVS2,56.0
0.41,Very Good,F,VVS1,57.0
1.19,Premium,G,SI1,56.0
0.31,Ideal,F,VS2,55.0
1.51,Ideal,E,VS2,57.0
0.38,Ideal,F,VVS2,57.0
0.5,Ideal,D,VS2,56.0
0.34,Ideal,G,VS2,56.0
2.0,Premium,J,SI1,59.0
0.39,Ideal,E,VVS2,56.0
0.32,Ideal,H,VS1,55.0
0.7,Ideal,H,SI1,57.0
0.52,Ideal,E,SI2,55.0
1.03,Ideal,H,VS2,54.0
1.29,Premium,H,VS2,58.0
1.52,Ideal,G,SI1,57.0
0.4,Premium,I,VVS1,58.0
0.76,Ideal,I,VS2,57.0
0.58,Ideal,G,SI1,56.0
0.3,Very Good,G,VS1,56.0
0.31,Ideal,G,SI2,55.0
1.0,Premium,F,SI1,59.0
0.41,Very Good,G,VS2,59.0
0.72,Ideal,E,VS1,56.0
1.16,Ideal,I,SI1,56.0
0.28,Ideal,F,SI1,56.0
0.54,Ideal,D,SI1,56.0
1.54,Very Good,G,SI1,57.0
0.43,Ideal,I,SI1,56.0
2.01,Ideal,I,VS2,55.0
0.52,Ideal,E,VS1,57.0
0.31,Ideal,E,VS2,56.0
0.3,Ideal,G,VVS2,57.0
0.4,Ideal,E,SI1,55.0
0.7,Good,E,VVS2,57.0
0.31,Premium,D,SI1,60.0
1.03,Ideal,D,SI2,57.0
0.9,Very Good,E,SI1,56.0
0.59,Ideal,G,VVS2,55.0
0.3,Ideal,F,IF,56.0
0.37,Ideal,E,VVS2,56.0
0.4,Ideal,D,SI1,56.0
1.0,Very Good,D,SI1,58.0
0.33,Premium,F,VS2,58.0
0.3,Very Good,E,VS2,58.0
0.9,Very Good,H,VS2,57.0
0.7,Very Good,D,VS2,59.0
1.54,Premium,I,VS2,61.0
1.22,Ideal,H,SI2,57.0
0.33,Good,G,VS1,57.0
0.34,Premium,F,VS2,59.0
0.4,Ideal,G,VVS1,54.0
0.46,Premium,F,VS2,58.0
0.3,Premium,H,VVS2,58.0
1.02,Premium,E,SI2,61.0
0.72,Ideal,F,VS1,56.0
0.7,Very Good,E,SI2,59.0
0.31,Ideal,H,IF,57.0
0.54,Premium,H,VVS2,59.0
1.21,Premium,G,VS1,58.0
1.02,Very Good,D,SI1,58.0
0.7,Ideal,G,SI1,55.0
0.36,Premium,F,SI1,59.0
0.31,Ideal,I,SI1,57.0
0.76,Very Good,H,VS2,55.0
0.9,Very Good,H,SI1,57.0
0.32,Ideal,F,VS2,57.0
0.51,Good,F,SI1,57.0
1.01,Very Good,F,SI2,59.0
0.72,Ideal,D,VS2,56.0
0.91,Premium,G,SI1,59.0
0.55,Premium,G,VS1,59.0
0.3,Ideal,H,SI1,57.0
0.41,Ideal,E,VVS1,56.0
1.1,Premium,D,SI2,58.0
0.55,Ideal,H,SI1,56.0
0.53,Ideal,F,VS1,57.0
0.55,Very Good,D,SI1,54.0
1.2,Premium,H,VS2,62.0
0.33,Ideal,E,VVS1,57.0
0.41,Ideal,D,VVS2,57.0
0.7,Premium,F,SI1,58.0
1.71,Premium,E,SI1,59.0
0.34,Premium,G,VS2,59.0
1.14,Premium,H,VS1,57.0
0.34,Ideal,D,SI1,57.0
1.01,Ideal,G,VS2,57.0
1.18,Very Good,G,VS2,54.0
1.24,Very Good,I,SI2,59.0
2.02,Fair,G,SI2,55.0
0.3,Premium,D,VS2,62.0
0.31,Ideal,F,VVS2,57.0
2.02,Very Good,I,SI2,56.0
0.31,Ideal,F,VS1,57.0
0.31,Ideal,H,VS2,56.0
0.56,Ideal,E,SI1,57.0
1.8,Premium,H,SI1,57.0
0.77,Premium,G,SI2,58.0
0.7,Ideal,G,SI1,57.0
0.41,Very Good,F,SI1,56.0
0.51,Ideal,E,VS2,55.0
1.01,Ideal,F,VS2,57.0
0.9,Very Good,G,SI1,57.0
0.54,Ideal,E,VS1,55.0
2.3,Ideal,J,SI2,59.0
0.34,Ideal,D,SI2,57.0
0.42,Ideal,E,VVS1,55.0
0.31,Very Good,I,SI1,58.0
0.31,Ideal,F,VS2,55.0
0.71,Premium,G,VS2,59.0
1.01,Fair,G,VS2,57.0
0.71,Ideal,G,VVS2,56.0
1.77,Very Good,D,SI2,60.0
1.0,Good,E,VVS2,57.0
0.41,Ideal,H,IF,56.0
1.51,Premium,F,SI1,58.0
0.72,Very Good,E,VS2,60.0
1.01,Premium,H,SI2,59.0
1.2,Ideal,F,VVS2,55.0
1.54,Very Good,G,VS2,58.0
0.9,Premium,F,SI1,59.0
0.38,Ideal,E,VS2,54.0
1.01,Good,F,VS2,61.0
1.01,Good,F,SI1,60.0
0.71,Ideal,G,SI1,57.0
0.54,Ideal,H,VVS1,55.0
0.36,Very Good,H,VS2,61.0
0.51,Ideal,G,VS1,57.0
0.71,Premium,E,VS2,60.0
1.53,Ideal,J,VS2,59.0
0.23,Ideal,D,VVS1,57.0
0.54,Very Good,H,SI1,61.0
1.55,Ideal,J,VS2,56.0
0.41,Ideal,H,VVS1,57.0
0.9,Very Good,G,SI2,61.0
1.2,Very Good,G,SI1,58.0
2.01,Ideal,H,VS2,57.0
1.0,Premium,D,SI1,60.0
1.18,Very Good,D,SI2,60.0
0.43,Premium,F,SI1,60.0
1.01,Premium,H,VS2,59.0
0.71,Good,D,VS1,59.0
0.4,Ideal,F,VS1,54.0
0.75,Good,I,SI1,58.0
0.5,Good,G,VVS2,56.0
0.8,Ideal,F,VS2,56.0
1.0,Very Good,E,SI1,56.0
0.56,Premium,I,VVS1,56.0
1.01,Very Good,F,VS2,58.0
0.59,Very Good,G,VVS2,56.0
0.54,Ideal,F,VS2,56.0
1.03,Ideal,F,IF,57.0
1.01,Very Good,E,SI2,58.0
0.9,Very Good,E,SI1,56.0
0.52,Premium,G,VS1,58.0
0.32,Ideal,H,SI2,56.0
0.32,Premium,H,VVS2,58.0
2.09,Ideal,E,SI2,56.0
0.42,Premium,G,VS1,58.0
1.23,Ideal,F,VS1,57.0
0.55,Ideal,E,VS1,56.0
0.39,Ideal,F,SI1,55.0
0.31,Premium,D,SI2,60.0
0.7,Very Good,D,SI2,58.0
1.25,Premium,J,SI2,58.0
0.4,Very Good,F,SI1,56.0
0.46,Ideal,G,VVS2,53.6
0.41,Ideal,D,VS2,54.0
0.7,Ideal,I,VS2,57.0
1.12,Premium,F,SI1,57.0
0.71,Ideal,E,SI1,56.0
0.31,Ideal,G,VVS1,56.0
0.32,Very Good,G,VVS2,58.0
0.42,Ideal,E,VS1,57.0
0.9,Very Good,E,SI1,58.0
0.4,Ideal,I,VS1,57.0
0.3,Very Good,F,SI2,56.0
1.02,Very Good,H,SI1,58.0
0.36,Premium,E,VS2,58.0
0.71,Very Good,D,VS2,59.0
0.32,Ideal,H,SI1,57.0
1.15,Ideal,E,VS1,56.0
0.31,Ideal,G,VVS1,55.0
1.01,Premium,F,SI2,58.0
0.53,Good,F,SI1,55.0
0.43,Ideal,G,VS1,56.0
0.76,Ideal,E,SI1,56.0
0.81,Ideal,E,SI1,54.0
2.02,Premium,J,SI2,59.0
0.51,Ideal,E,VS2,57.0
0.6,Ideal,H,VS2,57.0
0.9,Premium,E,SI1,58.0
0.5,Premium,E,SI1,58.0
0.9,Good,F,SI2,59.0
0.94,Very Good,F,SI1,59.0
0.35,Ideal,G,SI1,55.0
0.31,Ideal,G,VS1,56.0
0.9,Very Good,E,SI2,58.0
0.9,Premium,E,VS1,59.0
0.32,Ideal,D,VS2,56.0
0.52,Ideal,E,VS2,57.0
1.01,Premium,G,SI1,58.0
0.26,Ideal,E,VVS1,57.0
0.33,Ideal,H,VS1,55.0
0.5,Premium,I,VVS1,58.0
0.42,Very Good,E,SI2,60.0
2.0,Ideal,H,SI1,54.0
1.01,Ideal,E,SI1,57.0
0.77,Ideal,F,VVS2,55.0
0.91,Very Good,H,VS2,61.0
0.56,Ideal,G,SI2,57.0
1.01,Ideal,F,SI2,57.0
0.33,Very Good,E,VVS1,55.0
1.25,Premium,H,SI1,58.0
1.03,Very Good,E,SI2,59.0
2.06,Premium,H,VS2,59.0
0.33,Premium,E,VVS1,59.0
1.0,Very Good,G,SI2,63.0
0.45,Good,F,VS1,60.1
0.36,Ideal,D,VVS2,56.0
1.01,Ideal,F,VS2,57.0
1.06,Premium,F,VS1,58.0
0.73,Premium,G,VS2,58.0
0.29,Ideal,I,VS1,54.0
0.7,Premium,F,VS1,59.0
1.52,Ideal,D,SI1,58.0
0.59,Good,I,SI2,57.0
1.11,Ideal,I,SI1,56.0
0.5,Very Good,D,SI2,58.0
0.38,Ideal,F,VVS1,56.0
0.31,Ideal,G,VVS1,54.0
0.73,Ideal,D,SI1,57.0
1.01,Ideal,G,VS2,57.0
0.27,Ideal,E,VS1,57.0
1.38,Good,J,SI2,59.0
0.26,Ideal,E,VVS2,55.0
1.12,Premium,D,SI2,58.0
0.7,Very Good,G,SI1,56.0
0.3,Very Good,G,VS1,60.0
0.32,Premium,E,IF,58.0
0.25,Very Good,E,VVS1,56.0
0.81,Premium,G,SI2,58.0
1.54,Premium,G,SI2,60.0
1.01,Premium,G,SI2,58.0
1.56,Premium,H,SI1,58.0
0.31,Ideal,F,VS2,56.0
0.8,Ideal,F,SI1,56.0
1.1,Ideal,F,SI1,57.0
0.31,Ideal,E,VS2,56.0
0.56,Ideal,F,VS2,57.0
0.9,Very Good,F,SI2,58.0
0.56,Ideal,E,SI1,55.0
0.75,Ideal,G,SI1,56.0
0.6,Fair,E,SI1,53.0
1.01,Fair,E,SI2,59.0
0.71,Ideal,E,VS2,54.0
0.91,Premium,F,SI2,59.0
0.51,Ideal,F,VVS2,55.0
1.02,Premium,D,VS2,58.0
0.52,Premium,E,SI1,59.0
0.31,Ideal,H,VS2,57.0
0.3,Very Good,J,VS2,58.0
1.7,Very Good,F,SI1,61.0
0.34,Premium,F,VS2,59.0
0.7,Very Good,G,SI2,55.0
0.3,Ideal,G,VS2,57.0
0.74,Very Good,E,SI1,56.0
0.34,Ideal,I,SI1,55.0
1.11,Premium,I,SI1,58.0
0.91,Premium,D,SI1,58.0
0.7,Very Good,H,SI1,59.0
1.02,Ideal,F,VS1,57.0
0.31,Ideal,D,VVS2,56.0
1.51,Ideal,G,SI1,55.0
0.51,Very Good,G,VS1,60.0
2.17,Premium,H,SI1,59.0
0.5,Premium,F,SI2,60.0
0.52,Premium,E,VS2,58.0
0.6,Ideal,E,SI1,57.0
0.65,Ideal,I,VS1,55.0
0.41,Premium,F,VVS2,59.0
1.29,Premium,I,SI1,59.0
0.71,Ideal,I,VS2,57.0
1.03,Fair,G,SI1,60.0
0.32,Ideal,E,VS2,54.0
1.22,Premium,I,VVS1,59.0
0.35,Ideal,E,VS1,56.0
0.57,Ideal,G,VS2,57.0
0.71,Premium,F,SI1,58.0
0.42,Very Good,I,VS1,54.0
0.3,Very Good,G,SI1,57.0
0.9,Ideal,G,SI2,57.0
0.71,Premium,G,VS2,60.0
0.33,Ideal,G,VS1,56.0
0.32,Ideal,G,VS2,57.0
1.59,Premium,G,VS2,59.0
0.4,Ideal,E,VS1,56.0
1.02,Ideal,F,VS2,57.0
0.5,Ideal,D,SI2,57.0
0.3,Ideal,G,VS2,57.0
0.5,Premium,F,VS2,59.0
2.05,Good,G,SI1,61.0
0.7,Good,I,VS1,57.0
1.0,Premium,E,SI2,61.0
1.02,Ideal,G,VS1,56.0
1.05,Premium,G,SI1,59.0
0.7,Ideal,H,VS2,55.0
1.5,Very Good,I,SI2,62.0
0.9,Very Good,D,SI2,58.0
2.03,Ideal,J,VS1,57.0
0.71,Very Good,H,SI1,58.0
1.5,Very Good,H,SI1,55.0
1.01,Premium,E,SI2,58.0
1.0,Good,G,SI1,59.0
0.36,Ideal,I,VS1,54.0
1.02,Very Good,G,VS2,58.0
1.11,Premium,F,SI1,58.0
2.14,Premium,I,VS2,58.0
0.7,Premium,F,SI1,58.0
0.37,Premium,E,VS1,58.0
1.55,Ideal,G,SI1,57.0
0.52,Ideal,D,VS1,57.0
0.31,Good,D,SI1,55.0
1.03,Ideal,F,SI1,56.0
2.23,Premium,J,VS2,60.0
0.52,Ideal,G,VS1,55.0
1.0,Premium,E,SI2,61.0
1.02,Ideal,F,VS2,57.0
0.31,Premium,E,VS1,60.0
1.03,Ideal,H,SI1,56.0
0.31,Ideal,F,VS2,57.0
0.61,Ideal,E,VS2,55.0
0.71,Good,F,SI2,61.0
1.51,Ideal,F,SI1,57.0
0.7,Premium,G,VS2,60.0
0.47,Ideal,I,SI1,56.0
1.21,Very Good,H,VS2,56.0
1.01,Very Good,E,VS1,58.0
0.5,Ideal,G,VVS1,54.0
1.01,Very Good,D,SI2,61.0
0.3,Ideal,E,VVS1,56.0
0.55,Ideal,D,VS1,56.0
1.02,Ideal,G,VVS2,59.0
0.71,Ideal,D,SI1,54.0
1.01,Premium,E,SI1,59.0
1.28,Premium,G,VS1,58.0
0.32,Ideal,F,VS2,57.0
0.71,Premium,F,SI1,56.0
1.02,Ideal,D,VS2,56.0
0.4,Ideal,I,VS1,55.0
1.01,Premium,H,SI2,62.0
1.22,Ideal,G,VVS2,57.0
0.92,Ideal,D,SI1,57.0
1.1,Ideal,E,VS2,56.0
1.01,Ideal,F,VVS2,55.0
0.4,Good,F,SI1,57.0
1.0,Premium,F,SI2,60.0
0.72,Ideal,F,SI1,55.0
0.55,Ideal,G,SI1,57.0
1.06,Ideal,E,SI2,56.0
0.33,Ideal,D,SI1,57.0
1.24,Premium,H,VS1,58.0
0.32,Ideal,E,VS2,57.0
0.52,Ideal,F,VS2,56.0
1.25,Ideal,H,VS1,56.0
0.81,Ideal,J,VS2,57.0
0.35,Ideal,F,VVS1,56.0
0.24,Very Good,E,VVS1,60.0
2.03,Ideal,G,VS2,57.0
0.54,Ideal,F,VS2,56.0
0.32,Ideal,E,VS2,57.0
0.57,Ideal,H,SI1,55.0
0.71,Ideal,H,VVS2,55.0
0.34,Premium,G,VS2,54.0
1.27,Ideal,I,SI2,56.0
1.05,Premium,E,SI2,58.0
0.7,Ideal,H,SI2,56.0
1.26,Very Good,I,SI2,56.0
0.32,Very Good,G,VVS2,55.0
2.04,Good,I,SI2,57.0
0.31,Ideal,G,VS2,57.0
0.56,Premium,G,VS2,61.0
0.57,Ideal,I,VVS1,57.0
0.3,Very Good,G,VS2,59.0
1.42,Ideal,I,SI2,57.0
0.31,Ideal,G,VVS1,57.0
0.41,Ideal,F,VS1,56.0
0.42,Ideal,F,VVS2,55.0
0.7,Premium,F,SI2,58.0
0.31,Ideal,F,IF,56.0
0.33,Ideal,I,IF,54.0
0.5,Premium,F,VS2,58.0
0.28,Ideal,G,VVS2,55.0
1.54,Premium,J,VS1,58.0
0.34,Ideal,G,VVS1,55.0
0.72,Ideal,E,VVS2,55.0
0.58,Premium,F,SI1,58.0
0.3,Ideal,F,VS2,54.0
0.37,Ideal,F,VS1,57.0
0.51,Ideal,G,VVS1,57.0
0.7,Good,J,SI1,54.0
1.16,Very Good,H,SI1,57.0
1.53,Good,G,VS2,56.0
1.03,Very Good,D,SI1,58.0
0.57,Ideal,I,SI1,56.0
1.02,Ideal,J,SI1,56.0
0.32,Premium,G,VVS1,58.0
0.31,Ideal,E,VVS1,55.0
1.06,Ideal,H,SI2,57.0
1.05,Premium,G,SI1,58.0
1.14,Ideal,H,VVS1,56.0
0.57,Ideal,J,VS2,57.0
1.5,Premium,J,SI1,53.0
0.9,Very Good,G,VS2,58.0
0.59,Very Good,G,VS1,57.0
0.43,Ideal,F,VVS2,57.0
0.42,Premium,F,VVS2,59.0
0.52,Ideal,D,VS2,55.0
2.01,Fair,J,SI2,55.0
0.33,Ideal,H,VS1,55.0
1.5,Premium,J,VS1,60.0
2.29,Very Good,J,SI2,55.0
0.71,Premium,E,SI1,60.0
0.54,Good,G,SI1,56.0
1.25,Premium,I,VS1,59.0
0.51,Premium,E,VS2,60.0
1.03,Premium,E,VVS2,59.0
0.72,Good,H,SI1,61.0
0.71,Ideal,E,SI1,56.0
2.0,Very Good,I,SI1,59.0
0.32,Ideal,E,VS2,55.0
0.53,Premium,D,SI1,60.0
0.32,Premium,H,VS1,58.0
0.3,Very Good,E,VS2,59.0
0.42,Premium,G,VS2,60.0
0.92,Premium,H,SI2,58.0
0.56,Premium,D,SI1,58.0
0.23,Very Good,E,VVS2,61.0
0.33,Ideal,E,VS2,56.0
0.68,Ideal,J,VS2,56.0
1.5,Very Good,E,VS2,57.0
0.3,Ideal,E,VVS2,56.0
1.24,Ideal,H,VS1,56.0
0.7,Ideal,G,VVS2,54.0
1.03,Very Good,I,VS2,63.0
1.04,Very Good,E,VS1,58.0
0.41,Ideal,E,VS1,56.0
0.31,Very Good,I,VVS2,57.0
1.53,Premium,E,VVS2,58.0
0.54,Premium,H,SI1,58.0
0.4,Premium,E,VVS2,59.0
1.58,Ideal,F,VS2,56.0
0.35,Premium,E,VS1,59.0
1.51,Good,I,SI2,58.0
1.2,Very Good,G,VS2,58.0
0.31,Premium,H,VVS2,58.0
1.01,Very Good,D,SI2,61.0
0.51,Ideal,D,SI2,57.0
0.31,Good,H,SI1,57.0
0.57,Premium,F,SI1,58.0
1.16,Ideal,I,SI1,57.0
0.7,Premium,G,SI1,62.0
0.41,Premium,G,VS1,58.0
1.27,Ideal,G,VS1,55.0
0.71,Premium,G,VS1,59.0
1.02,Ideal,G,VS1,56.0
0.53,Ideal,F,SI1,55.0
0.33,Ideal,F,VS2,57.0
0.7,Ideal,F,I1,56.0
1.01,Ideal,H,SI2,54.0
1.02,Premium,F,VS2,59.0
0.32,Premium,G,VS2,58.0
0.38,Very Good,I,VS1,56.0
0.3,Very Good,F,VS1,60.0
1.21,Premium,H,SI1,58.0
0.32,Ideal,H,VS2,55.0
1.5,Good,I,VS1,58.0
0.3,Premium,H,IF,59.0
0.51,Ideal,E,SI1,57.0
0.3,Very Good,G,SI1,55.0
0.7,Premium,E,SI1,59.0
1.1,Premium,H,SI2,56.0
1.28,Ideal,H,SI1,56.0
1.3,Ideal,H,VS2,56.0
0.51,Ideal,I,SI1,56.0
0.32,Ideal,H,SI2,56.0
0.51,Very Good,E,VS2,62.0
0.9,Ideal,H,VS2,57.0
0.72,Premium,D,SI2,57.0
0.73,Ideal,D,VS2,57.0
0.5,Premium,E,SI2,58.0
0.31,Very Good,G,VS2,62.0
0.41,Ideal,D,VVS2,57.0
1.18,Premium,D,SI2,59.0
0.51,Ideal,D,VS1,57.0
0.51,Ideal,D,VS2,55.0
1.51,Premium,D,SI2,58.0
1.21,Ideal,H,VS1,57.0
0.36,Ideal,H,SI1,57.0
1.51,Premium,G,VS1,58.0
0.41,Ideal,E,SI2,57.0
0.42,Ideal,D,VVS1,55.0
