carat,table,color,clarity
0.5,60.0,5.0,2.0
1.22,54.0,3.0,2.0
0.23,53.0,5.0,6.0
0.56,58.0,5.0,3.0
1.2,59.0,3.0,2.0
0.31,56.0,6.0,5.0
0.51,57.0,3.0,5.0
0.5,63.0,5.0,4.0
1.28,59.0,0.0,1.0
1.02,57.0,3.0,6.0
0.58,56.0,4.0,4.0
0.35,57.0,4.0,2.0
1.07,58.0,3.0,2.0
0.9,59.0,2.0,1.0
1.5,62.0,3.0,2.0
1.02,56.0,5.0,4.0
0.72,55.1,1.0,2.0
0.73,56.0,1.0,3.0
0.51,55.0,5.0,3.0
0.7,58.0,5.0,3.0
0.71,56.0,1.0,1.0
1.07,59.0,1.0,3.0
0.7,57.0,1.0,4.0
0.7,59.0,5.0,3.0
0.4,57.0,6.0,1.0
1.05,57.0,5.0,5.0
0.52,57.0,5.0,4.0
0.41,57.0,6.0,2.0
1.03,55.0,3.0,2.0
0.72,57.0,5.0,3.0
0.74,57.0,3.0,3.0
0.93,58.0,6.0,1.0
0.54,57.0,6.0,4.0
1.01,59.0,3.0,2.0
0.36,58.0,4.0,1.0
0.34,55.0,2.0,7.0
0.91,60.0,3.0,1.0
0.4,56.0,6.0,3.0
0.52,57.0,4.0,3.0
0.93,55.0,1.0,3.0
0.91,56.0,3.0,3.0
0.34,57.0,3.0,2.0
1.53,60.0,1.0,1.0
0.7,55.0,5.0,3.0
1.5,59.0,3.0,1.0
1.13,60.0,4.0,4.0
0.73,58.0,5.0,2.0
0.35,56.0,4.0,3.0
0.4,59.0,6.0,4.0
0.71,58.0,4.0,2.0
1.02,57.0,3.0,3.0
1.01,58.0,0.0,2.0
0.31,56.0,6.0,5.0
0.35,59.0,5.0,4.0
1.01,59.0,3.0,1.0
0.41,56.0,4.0,6.0
0.3,53.0,3.0,6.0
0.3,56.0,3.0,5.0
0.72,60.0,4.0,1.0
0.31,55.0,4.0,7.0
0.5,58.0,5.0,2.0
1.04,59.0,4.0,1.0
1.0,59.0,4.0,2.0
1.01,59.0,6.0,1.0
0.51,54.0,5.0,3.0
0.31,58.0,3.0,3.0
0.7,58.0,4.0,2.0
0.31,58.0,3.0,4.0
1.7,56.0,2.0,4.0
0.35,57.0,3.0,5.0
0.38,56.0,3.0,3.0
0.4,56.0,3.0,7.0
0.9,58.0,3.0,2.0
1.79,58.0,5.0,1.0
1.3,57.0,1.0,3.0
0.5,57.0,2.0,4.0
0.34,55.0,2.0,3.0
0.35,56.0,6.0,2.0
1.01,58.0,4.0,2.0
0.71,60.0,1.0,1.0
1.0,53.0,6.0,2.0
0.58,56.0,3.0,3.0
0.71,58.0,6.0,2.0
1.01,58.0,3.0,3.0
1.01,57.0,2.0,2.0
0.3,57.0,3.0,4.0
0.54,56.0,3.0,2.0
1.01,56.0,4.0,4.0
0.53,54.0,4.0,2.0
0.32,55.0,3.0,7.0
0.31,53.0,2.0,2.0
0.54,56.0,3.0,6.0
1.31,56.0,1.0,4.0
1.51,59.0,3.0,2.0
1.2,58.0,3.0,6.0
0.7,56.0,5.0,5.0
0.41,55.0,5.0,3.0
0.31,59.0,0.0,1.0
0.3,56.0,4.0,4.0
0.91,59.0,4.0,5.0
1.2,56.0,3.0,3.0
0.91,56.0,6.0,1.0
0.55,61.0,4.0,4.0
0.32,54.0,4.0,5.0
0.71,56.0,6.0,4.0
0.32,59.0,5.0,1.0
0.7,56.0,4.0,4.0
0.38,56.0,5.0,1.0
0.4,57.0,4.0,5.0
1.21,57.0,4.0,4.0
0.9,59.0,2.0,5.0
0.7,59.0,2.0,3.0
0.5,59.0,3.0,2.0
0.57,59.0,4.0,3.0
0.3,61.0,2.0,3.0
0.9,59.0,5.0,3.0
1.0,59.0,3.0,1.0
0.31,56.0,3.0,5.0
0.41,57.0,4.0,6.0
1.19,56.0,3.0,2.0
0.31,55.0,4.0,3.0
1.51,57.0,5.0,3.0
0.38,57.0,4.0,5.0
0.5,56.0,6.0,3.0
0.34,56.0,3.0,3.0
2.0,59.0,0.0,2.0
0.39,56.0,5.0,5.0
0.32,55.0,2.0,4.0
0.7,57.0,2.0,2.0
0.52,55.0,5.0,1.0
1.03,54.0,2.0,3.0
1.29,58.0,2.0,3.0
1.52,57.0,3.0,2.0
0.4,58.0,1.0,6.0
0.76,57.0,1.0,3.0
0.58,56.0,3.0,2.0
0.3,56.0,3.0,4.0
0.31,55.0,3.0,1.0
1.0,59.0,4.0,2.0
0.41,59.0,3.0,3.0
0.72,56.0,5.0,4.0
1.16,56.0,1.0,2.0
0.28,56.0,4.0,2.0
0.54,56.0,6.0,2.0
1.54,57.0,3.0,2.0
0.43,56.0,1.0,2.0
2.01,55.0,1.0,3.0
0.52,57.0,5.0,4.0
0.31,56.0,5.0,3.0
0.3,57.0,3.0,5.0
0.4,55.0,5.0,2.0
0.7,57.0,5.0,5.0
0.31,60.0,6.0,2.0
1.03,57.0,6.0,1.0
0.9,56.0,5.0,2.0
0.59,55.0,3.0,5.0
0.3,56.0,4.0,7.0
0.37,56.0,5.0,5.0
0.4,56.0,6.0,2.0
1.0,58.0,6.0,2.0
0.33,58.0,4.0,3.0
0.3,58.0,5.0,3.0
0.9,57.0,2.0,3.0
0.7,59.0,6.0,3.0
1.54,61.0,1.0,3.0
1.22,57.0,2.0,1.0
0.33,57.0,3.0,4.0
0.34,59.0,4.0,3.0
0.4,54.0,3.0,6.0
0.46,58.0,4.0,3.0
0.3,58.0,2.0,5.0
1.02,61.0,5.0,1.0
0.72,56.0,4.0,4.0
0.7,59.0,5.0,1.0
0.31,57.0,2.0,7.0
0.54,59.0,2.0,5.0
1.21,58.0,3.0,4.0
1.02,58.0,6.0,2.0
0.7,55.0,3.0,2.0
0.36,59.0,4.0,2.0
0.31,57.0,1.0,2.0
0.76,55.0,2.0,3.0
0.9,57.0,2.0,2.0
0.32,57.0,4.0,3.0
0.51,57.0,4.0,2.0
1.01,59.0,4.0,1.0
0.72,56.0,6.0,3.0
0.91,59.0,3.0,2.0
0.55,59.0,3.0,4.0
0.3,57.0,2.0,2.0
0.41,56.0,5.0,6.0
1.1,58.0,6.0,1.0
0.55,56.0,2.0,2.0
0.53,57.0,4.0,4.0
0.55,54.0,6.0,2.0
1.2,62.0,2.0,3.0
0.33,57.0,5.0,6.0
0.41,57.0,6.0,5.0
0.7,58.0,4.0,2.0
1.71,59.0,5.0,2.0
0.34,59.0,3.0,3.0
1.14,57.0,2.0,4.0
0.34,57.0,6.0,2.0
1.01,57.0,3.0,3.0
1.18,54.0,3.0,3.0
1.24,59.0,1.0,1.0
2.02,55.0,3.0,1.0
0.3,62.0,6.0,3.0
0.31,57.0,4.0,5.0
2.02,56.0,1.0,1.0
0.31,57.0,4.0,4.0
0.31,56.0,2.0,3.0
0.56,57.0,5.0,2.0
1.8,57.0,2.0,2.0
0.77,58.0,3.0,1.0
0.7,57.0,3.0,2.0
0.41,56.0,4.0,2.0
0.51,55.0,5.0,3.0
1.01,57.0,4.0,3.0
0.9,57.0,3.0,2.0
0.54,55.0,5.0,4.0
2.3,59.0,0.0,1.0
0.34,57.0,6.0,1.0
0.42,55.0,5.0,6.0
0.31,58.0,1.0,2.0
0.31,55.0,4.0,3.0
0.71,59.0,3.0,3.0
1.01,57.0,3.0,3.0
0.71,56.0,3.0,5.0
1.77,60.0,6.0,1.0
1.0,57.0,5.0,5.0
0.41,56.0,2.0,7.0
1.51,58.0,4.0,2.0
0.72,60.0,5.0,3.0
1.01,59.0,2.0,1.0
1.2,55.0,4.0,5.0
1.54,58.0,3.0,3.0
0.9,59.0,4.0,2.0
0.38,54.0,5.0,3.0
1.01,61.0,4.0,3.0
1.01,60.0,4.0,2.0
0.71,57.0,3.0,2.0
0.54,55.0,2.0,6.0
0.36,61.0,2.0,3.0
0.51,57.0,3.0,4.0
0.71,60.0,5.0,3.0
1.53,59.0,0.0,3.0
0.23,57.0,6.0,6.0
0.54,61.0,2.0,2.0
1.55,56.0,0.0,3.0
0.41,57.0,2.0,6.0
0.9,61.0,3.0,1.0
1.2,58.0,3.0,2.0
2.01,57.0,2.0,3.0
1.0,60.0,6.0,2.0
1.18,60.0,6.0,1.0
0.43,60.0,4.0,2.0
1.01,59.0,2.0,3.0
0.71,59.0,6.0,4.0
0.4,54.0,4.0,4.0
0.75,58.0,1.0,2.0
0.5,56.0,3.0,5.0
0.8,56.0,4.0,3.0
1.0,56.0,5.0,2.0
0.56,56.0,1.0,6.0
1.01,58.0,4.0,3.0
0.59,56.0,3.0,5.0
0.54,56.0,4.0,3.0
1.03,57.0,4.0,7.0
1.01,58.0,5.0,1.0
0.9,56.0,5.0,2.0
0.52,58.0,3.0,4.0
0.32,56.0,2.0,1.0
0.32,58.0,2.0,5.0
2.09,56.0,5.0,1.0
0.42,58.0,3.0,4.0
1.23,57.0,4.0,4.0
0.55,56.0,5.0,4.0
0.39,55.0,4.0,2.0
0.31,60.0,6.0,1.0
0.7,58.0,6.0,1.0
1.25,58.0,0.0,1.0
0.4,56.0,4.0,2.0
0.46,53.6,3.0,5.0
0.41,54.0,6.0,3.0
0.7,57.0,1.0,3.0
1.12,57.0,4.0,2.0
0.71,56.0,5.0,2.0
0.31,56.0,3.0,6.0
0.32,58.0,3.0,5.0
0.42,57.0,5.0,4.0
0.9,58.0,5.0,2.0
0.4,57.0,1.0,4.0
0.3,56.0,4.0,1.0
1.02,58.0,2.0,2.0
0.36,58.0,5.0,3.0
0.71,59.0,6.0,3.0
0.32,57.0,2.0,2.0
1.15,56.0,5.0,4.0
0.31,55.0,3.0,6.0
1.01,58.0,4.0,1.0
0.53,55.0,4.0,2.0
0.43,56.0,3.0,4.0
0.76,56.0,5.0,2.0
0.81,54.0,5.0,2.0
2.02,59.0,0.0,1.0
0.51,57.0,5.0,3.0
0.6,57.0,2.0,3.0
0.9,58.0,5.0,2.0
0.5,58.0,5.0,2.0
0.9,59.0,4.0,1.0
0.94,59.0,4.0,2.0
0.35,55.0,3.0,2.0
0.31,56.0,3.0,4.0
0.9,58.0,5.0,1.0
0.9,59.0,5.0,4.0
0.32,56.0,6.0,3.0
0.52,57.0,5.0,3.0
1.01,58.0,3.0,2.0
0.26,57.0,5.0,6.0
0.33,55.0,2.0,4.0
0.5,58.0,1.0,6.0
0.42,60.0,5.0,1.0
2.0,54.0,2.0,2.0
1.01,57.0,5.0,2.0
0.77,55.0,4.0,5.0
0.91,61.0,2.0,3.0
0.56,57.0,3.0,1.0
1.01,57.0,4.0,1.0
0.33,55.0,5.0,6.0
1.25,58.0,2.0,2.0
1.03,59.0,5.0,1.0
2.06,59.0,2.0,3.0
0.33,59.0,5.0,6.0
1.0,63.0,3.0,1.0
0.45,60.1,4.0,4.0
0.36,56.0,6.0,5.0
1.01,57.0,4.0,3.0
1.06,58.0,4.0,4.0
0.73,58.0,3.0,3.0
0.29,54.0,1.0,4.0
0.7,59.0,4.0,4.0
1.52,58.0,6.0,2.0
0.59,57.0,1.0,1.0
1.11,56.0,1.0,2.0
0.5,58.0,6.0,1.0
0.38,56.0,4.0,6.0
0.31,54.0,3.0,6.0
0.73,57.0,6.0,2.0
1.01,57.0,3.0,3.0
0.27,57.0,5.0,4.0
1.38,59.0,0.0,1.0
0.26,55.0,5.0,5.0
1.12,58.0,6.0,1.0
0.7,56.0,3.0,2.0
0.3,60.0,3.0,4.0
0.32,58.0,5.0,7.0
0.25,56.0,5.0,6.0
0.81,58.0,3.0,1.0
1.54,60.0,3.0,1.0
1.01,58.0,3.0,1.0
1.56,58.0,2.0,2.0
0.31,56.0,4.0,3.0
0.8,56.0,4.0,2.0
1.1,57.0,4.0,2.0
0.31,56.0,5.0,3.0
0.56,57.0,4.0,3.0
0.9,58.0,4.0,1.0
0.56,55.0,5.0,2.0
0.75,56.0,3.0,2.0
0.6,53.0,5.0,2.0
1.01,59.0,5.0,1.0
0.71,54.0,5.0,3.0
0.91,59.0,4.0,1.0
0.51,55.0,4.0,5.0
1.02,58.0,6.0,3.0
0.52,59.0,5.0,2.0
0.31,57.0,2.0,3.0
0.3,58.0,0.0,3.0
1.7,61.0,4.0,2.0
0.34,59.0,4.0,3.0
0.7,55.0,3.0,1.0
0.3,57.0,3.0,3.0
0.74,56.0,5.0,2.0
0.34,55.0,1.0,2.0
1.11,58.0,1.0,2.0
0.91,58.0,6.0,2.0
0.7,59.0,2.0,2.0
1.02,57.0,4.0,4.0
0.31,56.0,6.0,5.0
1.51,55.0,3.0,2.0
0.51,60.0,3.0,4.0
2.17,59.0,2.0,2.0
0.5,60.0,4.0,1.0
0.52,58.0,5.0,3.0
0.6,57.0,5.0,2.0
0.65,55.0,1.0,4.0
0.41,59.0,4.0,5.0
1.29,59.0,1.0,2.0
0.71,57.0,1.0,3.0
1.03,60.0,3.0,2.0
0.32,54.0,5.0,3.0
1.22,59.0,1.0,6.0
0.35,56.0,5.0,4.0
0.57,57.0,3.0,3.0
0.71,58.0,4.0,2.0
0.42,54.0,1.0,4.0
0.3,57.0,3.0,2.0
0.9,57.0,3.0,1.0
0.71,60.0,3.0,3.0
0.33,56.0,3.0,4.0
0.32,57.0,3.0,3.0
1.59,59.0,3.0,3.0
0.4,56.0,5.0,4.0
1.02,57.0,4.0,3.0
0.5,57.0,6.0,1.0
0.3,57.0,3.0,3.0
0.5,59.0,4.0,3.0
2.05,61.0,3.0,2.0
0.7,57.0,1.0,4.0
1.0,61.0,5.0,1.0
1.02,56.0,3.0,4.0
1.05,59.0,3.0,2.0
0.7,55.0,2.0,3.0
1.5,62.0,1.0,1.0
0.9,58.0,6.0,1.0
2.03,57.0,0.0,4.0
0.71,58.0,2.0,2.0
1.5,55.0,2.0,2.0
1.01,58.0,5.0,1.0
1.0,59.0,3.0,2.0
0.36,54.0,1.0,4.0
1.02,58.0,3.0,3.0
1.11,58.0,4.0,2.0
2.14,58.0,1.0,3.0
0.7,58.0,4.0,2.0
0.37,58.0,5.0,4.0
1.55,57.0,3.0,2.0
0.52,57.0,6.0,4.0
0.31,55.0,6.0,2.0
1.03,56.0,4.0,2.0
2.23,60.0,0.0,3.0
0.52,55.0,3.0,4.0
1.0,61.0,5.0,1.0
1.02,57.0,4.0,3.0
0.31,60.0,5.0,4.0
1.03,56.0,2.0,2.0
0.31,57.0,4.0,3.0
0.61,55.0,5.0,3.0
0.71,61.0,4.0,1.0
1.51,57.0,4.0,2.0
0.7,60.0,3.0,3.0
0.47,56.0,1.0,2.0
1.21,56.0,2.0,3.0
1.01,58.0,5.0,4.0
0.5,54.0,3.0,6.0
1.01,61.0,6.0,1.0
0.3,56.0,5.0,6.0
0.55,56.0,6.0,4.0
1.02,59.0,3.0,5.0
0.71,54.0,6.0,2.0
1.01,59.0,5.0,2.0
1.28,58.0,3.0,4.0
0.32,57.0,4.0,3.0
0.71,56.0,4.0,2.0
1.02,56.0,6.0,3.0
0.4,55.0,1.0,4.0
1.01,62.0,2.0,1.0
1.22,57.0,3.0,5.0
0.92,57.0,6.0,2.0
1.1,56.0,5.0,3.0
1.01,55.0,4.0,5.0
0.4,57.0,4.0,2.0
1.0,60.0,4.0,1.0
0.72,55.0,4.0,2.0
0.55,57.0,3.0,2.0
1.06,56.0,5.0,1.0
0.33,57.0,6.0,2.0
1.24,58.0,2.0,4.0
0.32,57.0,5.0,3.0
0.52,56.0,4.0,3.0
1.25,56.0,2.0,4.0
0.81,57.0,0.0,3.0
0.35,56.0,4.0,6.0
0.24,60.0,5.0,6.0
2.03,57.0,3.0,3.0
0.54,56.0,4.0,3.0
0.32,57.0,5.0,3.0
0.57,55.0,2.0,2.0
0.71,55.0,2.0,5.0
0.34,54.0,3.0,3.0
1.27,56.0,1.0,1.0
1.05,58.0,5.0,1.0
0.7,56.0,2.0,1.0
1.26,56.0,1.0,1.0
0.32,55.0,3.0,5.0
2.04,57.0,1.0,1.0
0.31,57.0,3.0,3.0
0.56,61.0,3.0,3.0
0.57,57.0,1.0,6.0
0.3,59.0,3.0,3.0
1.42,57.0,1.0,1.0
0.31,57.0,3.0,6.0
0.41,56.0,4.0,4.0
0.42,55.0,4.0,5.0
0.7,58.0,4.0,1.0
0.31,56.0,4.0,7.0
0.33,54.0,1.0,7.0
0.5,58.0,4.0,3.0
0.28,55.0,3.0,5.0
1.54,58.0,0.0,4.0
0.34,55.0,3.0,6.0
0.72,55.0,5.0,5.0
0.58,58.0,4.0,2.0
0.3,54.0,4.0,3.0
0.37,57.0,4.0,4.0
0.51,57.0,3.0,6.0
0.7,54.0,0.0,2.0
1.16,57.0,2.0,2.0
1.53,56.0,3.0,3.0
1.03,58.0,6.0,2.0
0.57,56.0,1.0,2.0
1.02,56.0,0.0,2.0
0.32,58.0,3.0,6.0
0.31,55.0,5.0,6.0
1.06,57.0,2.0,1.0
1.05,58.0,3.0,2.0
1.14,56.0,2.0,6.0
0.57,57.0,0.0,3.0
1.5,53.0,0.0,2.0
0.9,58.0,3.0,3.0
0.59,57.0,3.0,4.0
0.43,57.0,4.0,5.0
0.42,59.0,4.0,5.0
0.52,55.0,6.0,3.0
2.01,55.0,0.0,1.0
0.33,55.0,2.0,4.0
1.5,60.0,0.0,4.0
2.29,55.0,0.0,1.0
0.71,60.0,5.0,2.0
0.54,56.0,3.0,2.0
1.25,59.0,1.0,4.0
0.51,60.0,5.0,3.0
1.03,59.0,5.0,5.0
0.72,61.0,2.0,2.0
0.71,56.0,5.0,2.0
2.0,59.0,1.0,2.0
0.32,55.0,5.0,3.0
0.53,60.0,6.0,2.0
0.32,58.0,2.0,4.0
0.3,59.0,5.0,3.0
0.42,60.0,3.0,3.0
0.92,58.0,2.0,1.0
0.56,58.0,6.0,2.0
0.23,61.0,5.0,5.0
0.33,56.0,5.0,3.0
0.68,56.0,0.0,3.0
1.5,57.0,5.0,3.0
0.3,56.0,5.0,5.0
1.24,56.0,2.0,4.0
0.7,54.0,3.0,5.0
1.03,63.0,1.0,3.0
1.04,58.0,5.0,4.0
0.41,56.0,5.0,4.0
0.31,57.0,1.0,5.0
1.53,58.0,5.0,5.0
0.54,58.0,2.0,2.0
0.4,59.0,5.0,5.0
1.58,56.0,4.0,3.0
0.35,59.0,5.0,4.0
1.51,58.0,1.0,1.0
1.2,58.0,3.0,3.0
0.31,58.0,2.0,5.0
1.01,61.0,6.0,1.0
0.51,57.0,6.0,1.0
0.31,57.0,2.0,2.0
0.57,58.0,4.0,2.0
1.16,57.0,1.0,2.0
0.7,62.0,3.0,2.0
0.41,58.0,3.0,4.0
1.27,55.0,3.0,4.0
0.71,59.0,3.0,4.0
1.02,56.0,3.0,4.0
0.53,55.0,4.0,2.0
0.33,57.0,4.0,3.0
0.7,56.0,4.0,0.0
1.01,54.0,2.0,1.0
1.02,59.0,4.0,3.0
0.32,58.0,3.0,3.0
0.38,56.0,1.0,4.0
0.3,60.0,4.0,4.0
1.21,58.0,2.0,2.0
0.32,55.0,2.0,3.0
1.5,58.0,1.0,4.0
0.3,59.0,2.0,7.0
0.51,57.0,5.0,2.0
0.3,55.0,3.0,2.0
0.7,59.0,5.0,2.0
1.1,56.0,2.0,1.0
1.28,56.0,2.0,2.0
1.3,56.0,2.0,3.0
0.51,56.0,1.0,2.0
0.32,56.0,2.0,1.0
0.51,62.0,5.0,3.0
0.9,57.0,2.0,3.0
0.72,57.0,6.0,1.0
0.73,57.0,6.0,3.0
0.5,58.0,5.0,1.0
0.31,62.0,3.0,3.0
0.41,57.0,6.0,5.0
1.18,59.0,6.0,1.0
0.51,57.0,6.0,4.0
0.51,55.0,6.0,3.0
1.51,58.0,6.0,1.0
1.21,57.0,2.0,4.0
0.36,57.0,2.0,2.0
1.51,58.0,3.0,4.0
0.41,57.0,5.0,1.0
0.42,55.0,6.0,6.0
0.31,55.0,5.0,2.0
1.07,56.0,3.0,2.0
0.91,55.0,4.0,2.0
1.11,58.0,6.0,1.0
0.57,56.0,5.0,2.0
0.5,59.0,5.0,1.0
1.2,59.0,2.0,1.0
0.53,54.0,5.0,3.0
0.9,56.0,4.0,1.0
0.54,58.0,6.0,5.0
1.51,58.0,3.0,4.0
1.51,59.0,1.0,4.0
0.31,56.0,2.0,1.0
0.29,57.0,4.0,6.0
0.33,57.0,5.0,2.0
0.81,56.0,3.0,4.0
2.01,61.0,0.0,2.0
0.58,55.0,2.0,4.0
2.2,58.0,2.0,1.0
0.72,57.0,3.0,2.0
0.34,55.0,3.0,4.0
1.01,57.0,4.0,1.0
1.72,58.0,2.0,4.0
0.3,57.0,5.0,4.0
2.02,58.0,1.0,3.0
2.41,56.0,3.0,1.0
1.14,60.0,2.0,2.0
0.7,60.0,5.0,1.0
2.12,58.0,0.0,1.0
0.91,60.0,5.0,1.0
0.3,55.0,6.0,2.0
0.31,55.0,1.0,4.0
0.51,54.0,5.0,4.0
0.7,57.0,3.0,4.0
0.25,58.0,6.0,5.0
1.23,53.0,2.0,2.0
0.5,62.0,4.0,2.0
0.41,56.0,3.0,3.0
0.4,57.0,6.0,3.0
1.5,57.0,5.0,1.0
1.56,58.0,6.0,3.0
0.38,57.0,3.0,5.0
0.6,60.0,5.0,2.0
0.41,56.0,4.0,4.0
0.75,63.0,2.0,1.0
0.42,55.0,6.0,4.0
0.32,56.0,5.0,3.0
1.54,57.0,5.0,3.0
0.31,58.0,5.0,6.0
0.59,55.0,2.0,3.0
0.51,57.0,4.0,2.0
1.57,56.0,1.0,2.0
0.55,56.0,5.0,1.0
0.3,58.0,5.0,3.0
1.51,60.0,6.0,3.0
0.28,58.0,3.0,5.0
1.01,59.0,3.0,1.0
1.22,58.0,2.0,3.0
1.31,56.0,3.0,2.0
1.03,60.0,4.0,5.0
1.0,59.0,3.0,3.0
0.78,58.0,3.0,2.0
0.7,60.0,4.0,3.0
1.02,57.0,4.0,1.0
1.51,61.0,4.0,2.0
0.31,54.0,6.0,3.0
0.32,53.0,6.0,2.0
2.1,57.0,4.0,1.0
0.31,57.0,5.0,7.0
0.27,55.0,6.0,4.0
0.32,53.0,4.0,6.0
0.31,58.0,6.0,2.0
0.71,60.0,4.0,2.0
2.18,55.0,4.0,1.0
0.36,56.0,5.0,3.0
0.46,59.0,5.0,4.0
1.01,60.0,5.0,1.0
0.51,62.0,5.0,3.0
0.35,53.7,0.0,2.0
1.2,58.0,3.0,2.0
1.22,59.0,3.0,3.0
0.52,57.0,6.0,2.0
0.43,56.0,5.0,1.0
0.54,55.0,4.0,4.0
0.41,58.0,6.0,2.0
1.19,54.0,4.0,3.0
0.9,59.0,3.0,2.0
1.2,55.0,2.0,3.0
0.39,55.0,5.0,4.0
1.03,60.0,2.0,2.0
0.7,56.0,2.0,5.0
0.71,57.0,5.0,1.0
0.42,57.0,5.0,3.0
0.9,59.0,4.0,3.0
1.32,59.0,4.0,3.0
0.32,54.0,4.0,3.0
1.52,57.0,2.0,1.0
0.31,57.0,6.0,3.0
0.7,57.0,1.0,3.0
0.32,59.0,3.0,5.0
0.31,55.0,2.0,4.0
1.5,58.0,4.0,1.0
0.51,57.0,5.0,2.0
0.4,56.0,5.0,3.0
1.01,59.0,3.0,2.0
1.01,60.0,4.0,2.0
0.93,58.0,4.0,1.0
0.54,55.0,3.0,3.0
0.41,57.0,4.0,4.0
0.38,58.0,5.0,1.0
0.33,55.0,3.0,5.0
0.27,57.0,3.0,3.0
0.8,56.0,2.0,4.0
1.39,60.0,0.0,3.0
0.7,56.0,3.0,1.0
1.0,57.0,2.0,2.0
2.0,56.0,0.0,0.0
1.1,57.0,2.0,1.0
0.3,55.0,3.0,6.0
0.52,58.0,6.0,3.0
1.51,54.0,2.0,4.0
0.6,57.0,5.0,2.0
0.9,59.0,3.0,1.0
0.58,54.0,5.0,2.0
0.32,55.0,5.0,5.0
0.55,56.0,3.0,6.0
1.0,62.0,6.0,2.0
1.17,59.0,3.0,4.0
1.0,58.0,4.0,2.0
0.31,57.0,5.0,2.0
0.37,53.0,3.0,2.0
1.01,60.0,3.0,1.0
0.31,57.0,1.0,4.0
0.52,56.0,4.0,5.0
1.0,59.0,5.0,3.0
1.01,59.0,3.0,5.0
1.0,62.0,3.0,2.0
0.71,58.0,4.0,2.0
1.51,60.0,1.0,5.0
0.32,57.0,5.0,2.0
1.24,56.0,1.0,3.0
0.41,56.0,4.0,2.0
1.2,57.0,3.0,3.0
0.27,55.0,2.0,4.0
1.51,59.0,5.0,1.0
0.91,59.0,3.0,1.0
0.32,57.0,6.0,5.0
1.01,56.0,5.0,3.0
0.54,56.0,2.0,4.0
1.27,58.0,2.0,4.0
1.54,58.0,3.0,3.0
0.9,56.0,2.0,2.0
0.96,58.0,5.0,1.0
1.5,58.0,1.0,2.0
0.55,56.0,4.0,3.0
0.59,58.0,5.0,3.0
0.26,55.0,6.0,3.0
1.04,56.0,3.0,4.0
1.33,57.0,3.0,1.0
0.33,56.0,4.0,4.0
0.55,56.0,5.0,2.0
0.33,53.0,4.0,5.0
1.01,58.0,6.0,4.0
0.25,57.0,4.0,5.0
1.04,60.0,2.0,2.0
0.41,56.0,0.0,4.0
0.9,59.0,0.0,3.0
0.42,58.0,3.0,2.0
0.3,58.0,3.0,4.0
1.0,56.0,1.0,3.0
2.03,59.0,0.0,2.0
0.31,59.0,4.0,3.0
0.28,56.0,3.0,4.0
1.01,58.0,4.0,4.0
1.1,58.0,3.0,2.0
1.0,57.0,4.0,1.0
0.31,57.0,4.0,3.0
0.73,58.0,5.0,2.0
2.05,59.0,1.0,1.0
0.31,58.0,3.0,3.0
1.11,56.0,1.0,6.0
0.9,58.0,2.0,1.0
1.21,57.0,0.0,3.0
0.85,57.0,1.0,2.0
0.41,58.0,5.0,4.0
1.05,56.0,3.0,5.0
0.52,54.0,1.0,4.0
1.23,61.0,1.0,1.0
0.33,56.0,5.0,5.0
0.33,56.0,3.0,4.0
1.0,56.0,3.0,1.0
1.01,57.0,3.0,3.0
0.33,60.0,5.0,3.0
0.54,57.0,3.0,2.0
1.52,58.0,4.0,2.0
0.39,58.0,2.0,6.0
1.19,58.0,1.0,1.0
0.39,56.0,5.0,3.0
1.5,58.0,4.0,2.0
1.01,57.0,6.0,1.0
0.53,56.0,4.0,5.0
1.0,64.0,2.0,4.0
0.41,56.0,3.0,5.0
0.56,55.0,5.0,2.0
0.39,54.3,4.0,2.0
0.4,57.0,5.0,2.0
0.72,56.0,3.0,4.0
0.27,54.0,2.0,4.0
0.31,54.0,5.0,3.0
1.01,59.0,4.0,4.0
0.4,56.0,5.0,4.0
0.51,55.0,6.0,3.0
0.31,56.0,1.0,7.0
0.3,56.0,6.0,2.0
0.41,58.0,3.0,3.0
1.66,56.0,2.0,2.0
0.37,56.0,2.0,4.0
1.09,56.0,3.0,2.0
0.72,60.0,0.0,2.0
1.82,60.0,2.0,2.0
0.32,60.0,2.0,4.0
0.7,53.0,2.0,3.0
0.3,57.0,2.0,5.0
1.01,60.0,3.0,2.0
0.53,60.0,6.0,3.0
1.55,59.0,1.0,4.0
1.01,60.0,3.0,3.0
0.35,54.0,4.0,3.0
0.77,56.0,2.0,2.0
1.51,55.0,3.0,3.0
0.61,55.0,3.0,3.0
0.76,57.0,3.0,1.0
0.5,57.0,4.0,5.0
0.36,57.0,2.0,6.0
1.01,58.0,0.0,2.0
0.3,55.0,2.0,2.0
1.51,60.0,2.0,4.0
0.7,59.0,2.0,3.0
0.3,58.0,3.0,6.0
2.01,60.0,3.0,1.0
0.31,57.0,3.0,3.0
0.53,59.0,4.0,5.0
1.09,56.0,2.0,2.0
1.5,58.0,4.0,2.0
1.15,56.0,3.0,1.0
2.01,61.0,0.0,3.0
0.54,56.0,4.0,4.0
0.52,57.0,5.0,3.0
0.32,55.0,5.0,3.0
1.21,57.0,5.0,2.0
0.72,55.0,4.0,2.0
0.32,56.0,3.0,2.0
1.05,54.0,6.0,1.0
0.4,56.0,6.0,3.0
0.56,57.0,2.0,4.0
